[0.00 -> 2.06]  you
[4426.14 -> 4456.14]  AllahOPPOPPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOPOP
[4456.14 -> 4481.98]  Allah, Allah, Allah, Allah, Allah, La ilaha illa Allah, Muhammadun Rasulullah.
[4486.14 -> 4509.10]  In the name of Allah, the Most Gracious, the Most Merciful.
[4509.10 -> 4519.10]  Rabb, igfir wa arham wa anta khayru r-rahmim
[4519.10 -> 4528.10]  Rabb, igfir wa arham wa anta khayru r-rahmim
[4528.10 -> 4556.10]  Anta khayru r-Rahimim
[4556.10 -> 4575.10]  I seek forgiveness and mercy from my Lord, and You are the best of the merciful.
[4575.10 -> 4602.30]  Astaghfirullah
[4602.30 -> 4615.02]  Alladhi la ilaha illa Hu
[4615.02 -> 4622.62]  Al hayyul qayyum
[4622.62 -> 4631.34]  Wa atubu ilayh
[4631.34 -> 4638.34]  He is the Most Forgiving, the Most Merciful,
[4638.34 -> 4643.34]  The Lord of the Throne, the Most Glorious,
[4643.34 -> 4654.34]  He is the Most Forgiving, the Most Merciful,
[4654.34 -> 4659.34]  The Lord of the Throne, the Most Glorious,
[4659.34 -> 4683.34]  Dhul-jalal wal-ikram
[4683.34 -> 4713.26]  Allahumma salli ala sayyidina wa mawlana Muhammadin wa ala alihi wa ashabihi wa ashabihi
[4713.26 -> 4742.90]  wasallim allahumma salli ala sayyidina wa maulana muhammadin wa ala alihi wa ashabihi
[4742.90 -> 4770.70]  Allahumma salli ala sayyidina wa mawlana Muhammadin wa ala anihi wa ashabihi wa sallim.
[4770.70 -> 4788.62]  We ask you by your glorious names, by your beautiful names, by your divine names, and
[4788.62 -> 4795.34]  by your greatest name, your most magnificent name, the one with which when you are called
[4795.34 -> 4805.04]  and you are asked, you answer, and you grant the one who is asking, you grant the petition.
[4805.04 -> 4812.28]  We ask that you accept from us this gathering of nasiha and dhikr, whoever has come here
[4812.28 -> 4821.62]  today seeking forgiveness and seeking mercy, forgive their sin, make us of those who accept
[4821.62 -> 4828.02]  Accept your mercy and accept the trials and see their reality.
[4828.02 -> 4831.66]  Purify us inwardly and outwardly.
[4831.66 -> 4833.94]  Forgive our sins and elevate our station.
[4833.94 -> 4839.86]  Forgive our parents and have mercy upon them as they raised us when we were young.
[4839.86 -> 4844.98]  Protect our families and protect our children and protect all those who are under our care
[4844.98 -> 4849.46]  and to our wards.
[4849.46 -> 4854.10]  You are a Salam and you are the giver of peace and the creator of peace and the distributor
[4854.10 -> 4856.06]  of peace and the source of peace.
[4856.06 -> 4860.82]  Ya rabbal al-alameen, grant us peace in our bodies and grant us peace in our minds and
[4860.82 -> 4865.74]  grant us peace in our hearts and grant us peace in our souls.
[4865.74 -> 4871.38]  Make us an instrument of peace, agent of peace.
[4871.38 -> 4877.70]  Make us peacemakers in our home, in our communities, with our neighbors, with our families and
[4877.70 -> 4883.18]  extended families in our workplaces with our colleagues in public on the bus and on the
[4883.18 -> 4886.86]  train and on the roads and with other motorists.
[4886.86 -> 4892.02]  Make us a source of peace for everyone around us.
[4892.02 -> 4894.28]  Facilitate peace through us.
[4894.28 -> 4903.86]  Make us those who create ease and remove hardship and difficulties from your creation.
[4903.86 -> 4914.58]  of those who observe good character all of the time, give us the patience to endure the
[4914.58 -> 4920.78]  trials and the tests that come towards us, makers of those who are forgiven through these
[4920.78 -> 4927.66]  trials and have their station elevated, bless our parents, bless our Mashaikh and bless
[4927.66 -> 4933.66]  all those who have a favour over us, forgive the Muslims who have passed away and experience
[4933.66 -> 4936.66]  and expand their graves and shower them with your mercy.
[4936.66 -> 4938.74]  Ya Rabbul A'lamin, all those who we know
[4938.74 -> 4940.94]  and those we don't know and those whom all
[4940.94 -> 4942.74]  of the creation have forgotten
[4942.74 -> 4944.78]  but you haven't forgotten, Ya Rabbul A'lamin.
[4944.78 -> 4947.02]  Ya Rabbul A'lamin, bless them, Ya Rabbul A'lamin.
[4947.02 -> 4948.90]  Ya Rabbul A'lamin, bless us all with the light
[4948.90 -> 4950.70]  of guidance, Ya Rabbul A'lamin.
[4950.70 -> 4952.74]  And bless all of the non-Muslims, Ya Rabbul A'lamin,
[4952.74 -> 4954.82]  with the light of Iman, Ya Rabbul A'lamin.
[4954.82 -> 4956.98]  Make us, Ya Rabbul A'lamin, a means for guidance,
[4956.98 -> 4957.82]  Ya Rabbul A'lamin.
[4957.82 -> 4959.94]  And do not make us of those who repel people,
[4959.94 -> 4962.54]  who turn people away from your deen, Ya Rabbul A'lamin.
[4962.54 -> 4966.14]  Do not make us of those who are bad representatives
[4966.14 -> 4969.50]  and negative ambassadors of your religion
[4969.50 -> 4970.42]  and the sunnah of your messenger,
[4970.42 -> 4971.66]  sallallahu alayhi wa sallam.
[4971.66 -> 4974.42]  Allahumma ya rabbi bijahi sayyidina Muhammad ibn abdullahi
[4974.42 -> 4976.02]  sallallahu alayhi wa sallam.
[4976.02 -> 4978.82]  Ijmaa baynana wa bayna sayyidina Muhammad ibn abdullahi
[4978.82 -> 4980.30]  fi dunya qabla al-akhirah,
[4980.30 -> 4982.98]  fi dunya qabla al-akhirah, fi dunya qabla al-akhirah.
[4982.98 -> 4985.42]  Subhana rabbika rabbil izzati amma yasifoon
[4985.42 -> 4986.58]  wa salamun ala mursaleena
[4986.58 -> 4989.38]  walhamdulillahi rabbil alameen.
[4992.54 -> 5000.12]  So we have time now for those who want to learn more about the path and the
[5000.12 -> 5007.84]  course of purification and those who want one-to-ones, our senior Ustad
[5007.84 -> 5014.12]  Harun Dabbagh is with us, Alhamdulillah, and he'll be seeing people for one-to-one
[5014.12 -> 5021.28]  consultation and anybody who wishes to learn about the path. So what we'll do is
[5021.28 -> 5024.28]  Do you want to take one-to-ones or a path?
[5024.28 -> 5026.28]  You don't want to take anything?
[5026.28 -> 5029.28]  So we're available anyway for whichever you want.
[5029.28 -> 5032.28]  If anybody wants to come to the front to sit as a group,
[5032.28 -> 5035.28]  to learn more about the course of purification,
[5035.28 -> 5037.28]  then inshallah we're available.
[5037.28 -> 5040.28]  Anybody who wants to speak confidentially
[5040.28 -> 5043.28]  to either myself or to Ustaz Haroon
[5043.28 -> 5046.28]  about anything you're seeing you're trying to abandon
[5046.28 -> 5050.28]  or any kind of issues that you're going through right now
[5050.28 -> 5054.60]  right now that are preventing you from reaching Allah subhanahu wa ta'ala then please avail this
[5054.60 -> 5062.52]  this opportunity inshallah we also have a um a retreat coming up on the first the second and
[5062.52 -> 5068.44]  the third of december this is a spiritual retreat a spiritual awakening for a spiritual awakening
[5068.44 -> 5070.44]  Do we have the trailer?
[5070.44 -> 5072.44]  Yes, so we'll just play it now.
[5098.44 -> 5100.50]  you
[5128.44 -> 5130.50]  you
[5158.44 -> 5160.50]  you
[5188.44 -> 5190.50]  you
[5218.44 -> 5220.50]  you
[5248.44 -> 5250.44]  You
