[0.00 -> 2.06]  you
[4581.04 -> 4597.04]  Hasbuna Allah wa ni'ma l-wakeel Ni'ma l-mawlah wa ni'ma l-nasheel
[4597.04 -> 4605.36]  Hasbuna Allah wa ni'ma l-wakeel,
[4605.36 -> 4613.36]  Ni'ma l-mawla wa ni'ma l-nasheer.
[4613.36 -> 4629.36]  Sallallahu ala Muhammad, Sallallahu alayhi wasallam,
[4629.36 -> 4644.08]  Sallallahu Ala Muhammad Sallallahu Alaihi Wasallam
[4644.08 -> 4658.80]  Sallallahu Ala Muhammad Sallallahu Alaihi Wasallam
[4659.36 -> 4677.36]  wa l-ghafūru l-wadūdu dhu l-ʿarši l-majīd
[4677.36 -> 4684.36]  Um Jalani Wal Ikram
[4684.36 -> 4690.36]  Dhul Jalani Wal Ikram
[4690.36 -> 4696.36]  Dhul Jalani Wal Ikram
[4696.36 -> 4703.36]  Dhul Jalani Wal Ikram
[4703.36 -> 4710.36]  I seek refuge with Allah from the accursed, the ungrateful, and the ungrateful.
[4710.36 -> 4731.36]  O Allah, send blessings upon our Master and our Lord, Muhammad, and upon his family.
[4731.36 -> 4750.36]  In the name of Allah, the Most Gracious, the Most Merciful.
[4750.36 -> 4773.36]  Sayyidina wa maulana Muhammadin wa ala alihi wa ashabihi wa sallim
[4840.36 -> 4843.36]  our evil deeds, ya Allah.
[4843.36 -> 4847.76]  We are your forgiver and symbol of service, ya Allah.
[4847.76 -> 4852.56]  To give us what our weakness and our laziness, ya Allah,
[4852.56 -> 4856.36]  in returning your form, ya Allah.
[4856.36 -> 4858.96]  Do not take us away from your safe and cleanestness
[4858.96 -> 4861.96]  and still hope for you, ya Allah.
[4861.96 -> 4865.56]  All our brothers and sisters around the world,
[4865.56 -> 4869.16]  suffering in particular,
[4899.16 -> 4904.16]  and perseverance to withstand the difficult.
[4904.16 -> 4908.16]  They have shown strength, they have shown braveness,
[4908.16 -> 4917.16]  which we have never been able to handle justice.
[4917.16 -> 4921.16]  Surely they are stronger and we are weaker.
[4921.16 -> 4926.16]  Reptify our leaders.
[4926.16 -> 4933.60]  to deliver food and aid you.
[4933.60 -> 4943.48]  Allah give us the to overcome the difficulties that are yet
[4943.48 -> 4945.48]  to come.
[4945.48 -> 4951.48]  Allah give victory over all the oppressors.
[4951.48 -> 4962.48]  Allah, the oppressor, surely, we know that either the oppressor doesn't take you to account in this life and then you'll take them to account in the next.
[4962.48 -> 4971.48]  We are reliant on your promise. Justice will be served in this life or in the next.
[4971.48 -> 4980.48]  Give us the strength to uphold the honour and dignity of all people.
[4980.48 -> 4985.98]  and give us the strength and dignity to stand for justice,
[4985.98 -> 4990.48]  even if it's against our own souls, our own mothers and fathers.
[4990.48 -> 4995.48]  Give us the strength to stand for truth and justice here.
[4995.48 -> 4999.48]  In all people, for all people and all lands.
[4999.48 -> 5006.48]  Your message was of mercy upon all people and all beings.
[5006.48 -> 5011.48]  and we endeavour to be like Kim Jong-un on that landscape
[5011.48 -> 5014.48]  for all the people who are there to do so.
[5014.48 -> 5017.48]  I mean, to give us the opportunity.
[5017.48 -> 5019.48]  That's all I have been saying, you know,
[5019.48 -> 5021.48]  more than I'm going to buy that.
[5021.48 -> 5022.48]  It's interesting.
[5022.48 -> 5023.48]  So, hello.
[5023.48 -> 5024.48]  How are we?
[5024.48 -> 5025.48]  It's a young man.
[5025.48 -> 5026.48]  It's a young man.
[5026.48 -> 5027.48]  It's a young man.
[5027.48 -> 5028.48]  It's a young man.
[5028.48 -> 5029.48]  It's a young man.
[5029.48 -> 5030.48]  It's a young man.
[5030.48 -> 5031.48]  It's a young man.
[5031.48 -> 5032.48]  It's a young man.
[5032.48 -> 5033.48]  It's a young man.
[5033.48 -> 5034.48]  It's a young man.
[5034.48 -> 5035.48]  It's a young man.
[5035.48 -> 5047.48]  If you are unaware, we have our quarterly spiritual discovery retreat, which will happen on the 1st of December to the 3rd.
[5047.48 -> 5053.48]  I'm happy that previously we have sold out all three previous retreats.
[5053.48 -> 5057.48]  The actual trailer of what to expect.
[5057.48 -> 5059.48]  We will recommend it to you at the time.
[5059.48 -> 5062.48]  Both classes insisted it's a residential retreat
[5062.48 -> 5064.48]  in Malta from Vesta.
[5070.48 -> 5073.48]  We will send out information on the announcements
[5073.48 -> 5075.48]  but if you're not in the announcements,
[5075.48 -> 5077.48]  you can join as a sign boarder
[5077.48 -> 5080.48]  so you can spend a few hours with each other.
[5083.48 -> 5085.48]  And also, what has been really
[5085.48 -> 5092.48]  reminder for them. So all proceeds will go towards relief efforts.
[5115.48 -> 5122.48]  But I'm just a walk down the road in search of more and more
[5122.48 -> 5127.48]  You can go through it, the kind of madness
[5127.48 -> 5132.48]  But I'm just a walk down the road in search of more and more
[5132.48 -> 5139.48]  As I find out you're following me, following me
[5139.48 -> 5148.48]  Beating me into the dust as deep as the fire calling me.
[5148.48 -> 5153.48]  I need you to be in me.
[5158.48 -> 5162.48]  So probably the details will be shared on the crew again.
[5162.48 -> 5165.48]  Does anyone require an introduction?
[5165.48 -> 5170.48]  Would anyone like an introduction to the path of purification mentioned by the Shaykh?
[5170.48 -> 5173.48]  Just raise your hands.
[5173.48 -> 5177.48]  Okay, we've got five hands.
[5177.48 -> 5180.48]  We've got five sisters, any brothers?
[5180.48 -> 5181.48]  You're all regulars, aren't you? Okay.
[5181.48 -> 5184.48]  Okay, Inshallah, all the sisters that are interested,
[5184.48 -> 5189.48]  please bring their chair to this side here, where I'm pointing.
[5189.48 -> 5191.48]  Shaykh Muhammad will be with you in a couple of minutes.
[5191.48 -> 5195.48]  Does anyone require one-to-one? It won't be possible today, probably.
[5195.48 -> 5199.48]  If you do reach out to one of the admins on the announcement group,
[5199.48 -> 5206.48]  and maybe we can arrange a call or something like that with one of our hostages or hostages.
[5206.48 -> 5208.48]  If not, come next week.
[5208.48 -> 5210.48]  Insha'Allah we'll have a second hostage.
[5210.48 -> 5212.48]  We have one teacher with us.
[5212.48 -> 5216.48]  So please, all sisters, bring yourselves in.
[5216.48 -> 5220.48]  What's the logistics for brothers on the bakery?
[5222.48 -> 5224.48]  Sisters first, okay.
[5224.48 -> 5228.48]  Sisters bring yourselves here, the chef will be with you in a minute.
